WorkTimeInSeconds...1,multiplier,amount,age,gender,income,WorkTimeInSeconds...7,"Q3_1 On a scale of 0 to 100, how would you describe your political views?","Q8_1 On a scale of 0 to 100, how would you describe your religious orientation?","Q5 In the 2016 Presidential election, who did you vote for?",Q9 What State do you live in?,Q7 Do you consider yourself a:,"Q8 Aside from weddings and funerals, how often do you attend religious services?",batch
140,1.3,1,30-39,Female,"$80,000 - $99,999",64,30,0,Didn't vote,MA,Independent,Never,b
97,0.65,0,18-29,Male,"$60,000 - $79,999",192,61,65,Hillary Clinton,IA,Democrat,Once a week,b
377,0.11,0,30-39,Male,"$40,000 - $59,999",36,81,10,Hillary Clinton,MI,Democrat,Never,b
116,0.84,0.8,30-39,Male,"Under $20,000",45,80,0,Hillary Clinton,MD,Independent,Never,b
49,1.53,0,18-29,Male,"$40,000 - $59,999",30,51,3,Hillary Clinton,WI,Independent,Never,b
693,1.7,0,40-49,Male,"$60,000 - $79,999",112,61,0,Hillary Clinton,MS,Democrat,Never,b
933,1.31,0,18-29,Female,"$20,000 - $39,999",112,92,4,Hillary Clinton,GA,Democrat,Never,b
115,1.2,0.4,30-39,Female,"$40,000 - $59,999",63,40,70,Donald Trump,AZ,Republican,Once a week,b
47,0.65,0,30-39,Male,"$80,000 - $99,999",204,71,0,Someone else,NM,Democrat,Never,b
380,0.98,0.02,18-29,Male,"$40,000 - $59,999",1075,50,10,Someone else,AL,Independent,A few times a year,b
273,0.44,0,30-39,Male,"Over $100,000",44,93,2,Hillary Clinton,CA,Democrat,Never,b
37,0.3,0,18-29,Female,"Over $100,000",34,91,14,Didn't vote,VA,Democrat,A few times a year,b
71,0.64,0,30-39,Male,"$40,000 - $59,999",254,16,88,Didn't vote,NY,Independent,Once a week,b
161,0.87,0.8,60-69,Male,"Over $100,000",45,86,24,Hillary Clinton,NJ,Democrat,A few times a year,b
267,0.75,0,18-29,Male,"$60,000 - $79,999",155,29,39,Donald Trump,GA,Independent,Once or twice a month,b
440,1.52,0,30-39,Male,"Under $20,000",146,100,0,Someone else,OR,Independent,Never,b
568,0.43,0.4,50-59,Female,"$60,000 - $79,999",90,91,9,Hillary Clinton,MI,Democrat,Seldom,b
129,1.19,0.4,18-29,Male,"$60,000 - $79,999",61,89,0,Hillary Clinton,FL,Democrat,Never,b
209,0.62,0.8,60-69,Female,"$60,000 - $79,999",45,92,35,Donald Trump,MN,Independent,A few times a year,b
61,1.5,0.5,18-29,Male,"$40,000 - $59,999",40,0,100,Someone else,NE,Something else,Once a week,b
1249,2,0.5,30-39,Female,"$80,000 - $99,999",126,40,9,Donald Trump,PA,Republican,Seldom,b
199,0.7,0,50-59,Female,"$60,000 - $79,999",36,72,0,Someone else,GA,Something else,Never,b
98,0.96,0.8,50-59,Male,"$20,000 - $39,999",32,20,63,Donald Trump,MD,Republican,A few times a year,b
78,0.36,0,18-29,Female,"Under $20,000",66,89,100,Donald Trump,TX,Democrat,More than once a week,b
73,1.47,0.2,30-39,Female,"$20,000 - $39,999",42,51,70,Someone else,GA,Independent,A few times a year,b
179,0.52,1,18-29,Female,"$60,000 - $79,999",73,51,1,Donald Trump,NV,Republican,Never,b
91,1.11,1,30-39,Male,"Over $100,000",53,18,0,Didn't vote,CA,Independent,Never,b
116,1.08,0.4,60-69,Male,"$40,000 - $59,999",117,85,9,Hillary Clinton,MN,Democrat,Seldom,b
39,0.04,0,30-39,Male,"Over $100,000",26,55,0,Donald Trump,FL,Democrat,Never,b
170,0.24,1,40-49,Female,"$60,000 - $79,999",52,63,81,Someone else,CA,Democrat,A few times a year,b
69,0.01,0,40-49,Male,"Under $20,000",111,81,9,Hillary Clinton,CA,Democrat,Never,b
90,1.89,0.4,18-29,Female,"$20,000 - $39,999",35,100,0,Hillary Clinton,NJ,Democrat,Never,b
148,1.2,0,30-39,Male,"$20,000 - $39,999",23,51,0,Didn't vote,WA,Independent,Never,b
127,1.17,0,50-59,Male,"$60,000 - $79,999",415,47,0,Donald Trump,FL,Republican,Never,b
140,0.79,0.5,18-29,Male,"$40,000 - $59,999",36,94,0,Didn't vote,PA,Independent,Never,b
211,0.2,0.4,50-59,Female,"$40,000 - $59,999",32,71,2,Someone else,TX,Democrat,Seldom,b
3,1.15,0.6,18-29,Female,"$20,000 - $39,999",58,99,96,Hillary Clinton,RI,Independent,Never,b
1119,1.06,0.9,30-39,Female,"$40,000 - $59,999",40,100,81,Didn't vote,VA,Democrat,Once a week,b
58,0.5,0,40-49,Male,"$80,000 - $99,999",36,20,71,Didn't vote,FL,Republican,Seldom,b
80,1.43,1,30-39,Female,"$20,000 - $39,999",47,65,66,Someone else,WA,Democrat,A few times a year,b
355,0.12,0.4,18-29,Male,"$80,000 - $99,999",71,90,0,Hillary Clinton,NY,Democrat,Never,b
84,1.28,0,30-39,Male,"$20,000 - $39,999",58,0,29,Didn't vote,FL,Republican,Seldom,b
532,0.91,0,18-29,Other / Prefer not to state,Prefer not to state,43,100,0,Didn't vote,WA,Independent,Never,b
353,1.75,0,40-49,Male,"$60,000 - $79,999",40,71,86,Hillary Clinton,CA,Democrat,A few times a year,b
76,0.29,0,18-29,Male,"Over $100,000",30,13,0,Donald Trump,NC,Republican,Never,b
97,0.08,0,30-39,Male,"$20,000 - $39,999",36,88,22,Hillary Clinton,MN,Democrat,A few times a year,b
139,1.2,0,30-39,Male,"$20,000 - $39,999",100,92,71,Hillary Clinton,PA,Democrat,A few times a year,e
59,0.89,1,40-49,Male,"$40,000 - $59,999",31,57,42,Someone else,DE,Independent,Once or twice a month,a
